"TaxID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1234395","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Hymenocallis","Hymenocallis rotata"
"167342","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Hyparrhenia","Hyparrhenia rufa"
"289811","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Hypelate","Hypelate trifoliata"
"268983","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","Hypericum chapmanii"
"448154","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","Hypericum cumulicola"
"269003","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","Hypericum lissophloeus"
"2072651","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Dennstaedtiaceae","Hypolepis","Hypolepis repens"
"986232","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Mesosphaerum","Mesosphaerum pectinatum"
"2910975","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Cantinoa","Cantinoa americana"
"986250","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Condea","Condea verticillata"
"204345","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Martyniaceae","Ibicella","Ibicella lutea"
"185485","Viridiplantae","Streptophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex","Ilex x attenuata"
"1969256","Viridiplantae","Streptophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex","Ilex krugiana"
"127142","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Balsaminaceae","Impatiens","Impatiens walleriana"
"485333","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Imperata","Imperata brasiliensis"
"198864","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Indigofera","Indigofera colutea"
"520844","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Indigofera","Indigofera hendecaphylla"
"3089969","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Indigofera","Indigofera pilosa"
"198914","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Indigofera","Indigofera tinctoria"
"154687","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Ionopsis","Ionopsis utricularioides"
"89636","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Ipomoea aquatica"
"89639","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Ipomoea asarifolia"
"405748","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Ipomoea microdactyla"
"129208","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Ipomoea tenuissima"
"35885","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Ipomoea triloba"
"2364181","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Iva","Iva asperifolia"
"43503","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Ixora","Ixora coccinea"
"591754","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Ixora","Ixora pavetta"
"185774","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Bignoniaceae","Jacaranda","Jacaranda mimosifolia"
"350116","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Jacquemontia","Jacquemontia curtissii"
"350115","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Jacquemontia","Jacquemontia havanensis"
"197406","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Jacquemontia","Jacquemontia pentanthos"
"197407","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Jacquemontia","Jacquemontia reclinata"
"110746","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Jacquinia","Jacquinia keyensis"
"693376","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Jasminum","Jasminum dichotomum"
"84810","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Jasminum","Jasminum fluminense"
"310423","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Jasminum","Jasminum multiflorum"
"126534","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Jasminum","Jasminum laurifolium"
"126433","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Jasminum","Jasminum officinale"
"660624","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Jasminum","Jasminum sambac"
"180498","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Jatropha","Jatropha curcas"
"454931","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Jatropha","Jatropha gossypiifolia"
"316874","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Jatropha","Jatropha integerrima"
"3996","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Jatropha","Jatropha multifida"
"1969260","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Acanthaceae","Justicia","Justicia cooleyi"
"2899643","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Acanthaceae","Dianthera","Dianthera pectoralis"
"141992","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Acanthaceae","Justicia","Justicia spicigera"
"45339","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Crassulaceae","Kalanchoe","Kalanchoe blossfeldiana"
"23013","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Crassulaceae","Kalanchoe","Kalanchoe daigremontiana"
"80899","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Crassulaceae","Kalanchoe","Kalanchoe gastonis-bonnieri"
"1435564","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Crassulaceae","Kalanchoe","Kalanchoe laciniata"
"80913","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Crassulaceae","Kalanchoe","Kalanchoe pinnata"
"2603010","Viridiplantae","Streptophyta","Magnoliopsida","Zygophyllales","Zygophyllaceae","Kallstroemia","Kallstroemia pubescens"
"587579","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Meliaceae","Khaya","Khaya senegalensis"
"1745091","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Koanophyllon","Koanophyllon villosum"
"106685","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rhamnaceae","Krugiodendron","Krugiodendron ferreum"
"352491","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Eriocaulaceae","Lachnocaulon","Lachnocaulon engleri"
"142330","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Laelia","Laelia rubescens"
"1475413","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Lagascea","Lagascea mollis"
"100810","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Lagurus","Lagurus ovatus"
"558549","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Verbenaceae","Lantana","Lantana depressa"
"925351","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Verbenaceae","Lantana","Lantana involucrata"
"1475415","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Urticaceae","Laportea","Laportea aestuans"
"441378","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Lasiacis","Lasiacis divaricata"
"441381","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Lasiacis","Lasiacis ruscifolia"
"1620126","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Cistaceae","Lechea","Lechea cernua"
"688285","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lespedeza","Lespedeza virgata"
"190739","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Leucaena","Leucaena esculenta"
"197685","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Leucojum","Leucojum vernum"
"292710","Viridiplantae","Streptophyta","Magnoliopsida","Arecales","Arecaceae","Leucothrinax","Leucothrinax morrisii"
"983218","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Liatris","Liatris garberi"
"2899634","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Liatris","Liatris gholsonii"
"983225","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Liatris","Liatris ohlingerae"
"102785","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Liatris","Liatris provincialis"
"1969263","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Liatris","Liatris savannensis"
"128638","Viridiplantae","Streptophyta","Magnoliopsida","Laurales","Lauraceae","Licaria","Licaria triandra"
"63788","Viridiplantae","Streptophyta","Magnoliopsida","Liliales","Liliaceae","Lilium","Lilium formosanum"
"1050821","Viridiplantae","Streptophyta","Magnoliopsida","Liliales","Liliaceae","Lilium","Lilium iridollae"
"82326","Viridiplantae","Streptophyta","Magnoliopsida","Liliales","Liliaceae","Lilium","Lilium philippinense"
"438424","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Limnophila","Limnophila aromatica"
"3128665","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Limnophila","Limnophila indica"
"2508690","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Linderniaceae","Bonnaya","Bonnaya ciliata"
"1969264","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Linaceae","Linum","Linum arenicola"
"1969265","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Linaceae","Linum","Linum carteri"
"327332","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Liparis","Liparis nervosa"
"100521","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asparagaceae","Liriope","Liriope spicata"
"115492","Viridiplantae","Streptophyta","Magnoliopsida","Arecales","Arecaceae","Livistona","Livistona chinensis"
"674215","Viridiplantae","Streptophyta","Magnoliopsida","Arecales","Arecaceae","Saribus","Saribus rotundifolius"
"1751910","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Campanulaceae","Lobelia","Lobelia brevifolia"
"1620134","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Campanulaceae","Lobelia","Lobelia feayana"
"373559","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Lomariopsidaceae","Lomariopsis","Lomariopsis kunzeana"
"1582202","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lonchocarpus","Lonchocarpus punctatus"
"1096782","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Listia","Listia bainesii"
"347994","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lotus","Lotus pedunculatus"
"1892872","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia bonariensis"
"1081045","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia curtissii"
"1620136","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia erecta"
"238278","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia ravenii"
"627218","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia simpsonii"
"99438","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Combretaceae","Lumnitzera","Lumnitzera racemosa"
"3870","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus albus"
"377325","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus cumulicola"
"3873","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus luteus"
"714519","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus westianus"
"228395","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Lycoris","Lycoris radiata"
"148566","Viridiplantae","Streptophyta","Polypodiopsida","Schizaeales","Lygodiaceae","Lygodium","Lygodium microphyllum"
"1538788","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lysiloma","Lysiloma latisiliquum"
"519513","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lysiloma","Lysiloma sabicu"
"473046","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Lythraceae","Lythrum","Lythrum flagellare"
"457144","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Macbridea","Macbridea alba"
"86777","Viridiplantae","Streptophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia","Magnolia ashei"
"2059502","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Malachra","Malachra alceifolia"
"1127076","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Malachra","Malachra fasciata"
"29755","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Malpighiaceae","Malpighia","Malpighia coccigera"
"151847","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Malpighiaceae","Malpighia","Malpighia emarginata"
"29780","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Anacardiaceae","Mangifera","Mangifera indica"
"1573131","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Sapotaceae","Manilkara","Manilkara jaimiqui"
"3741","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Sapotaceae","Manilkara","Manilkara zapota"
"210060","Viridiplantae","Streptophyta","Magnoliopsida","Zingiberales","Marantaceae","Maranta","Maranta arundinacea"
"88395","Viridiplantae","Streptophyta","Polypodiopsida","Salviniales","Marsileaceae","Marsilea","Marsilea ancylopoda"
"588050","Viridiplantae","Streptophyta","Polypodiopsida","Salviniales","Marsileaceae","Marsilea","Marsilea hirsuta"
"1620147","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Matelea","Matelea floridana"
"106275","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Maurandya","Maurandya barclayana"
"350197","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Maxillaria","Maxillaria crassifolia"
"350324","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Maxillaria","Maxillaria parviflora"
"73763","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Myrtaceae","Melaleuca","Melaleuca linariifolia"
"164942","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Myrtaceae","Melaleuca","Melaleuca quinquenervia"
"176609","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Melampodium","Melampodium divaricatum"
"2494619","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Melanthera","Melanthera angustifolia"
"2494620","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Melanthera","Melanthera parvifolia"
"557010","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Melicoccus","Melicoccus bijugatus"
"173844","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Melinis","Melinis minutiflora"
"1475424","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Melochia","Melochia nodiflora"
"764920","Viridiplantae","Streptophyta","Magnoliopsida","Cornales","Loasaceae","Mentzelia","Mentzelia floridana"
"197413","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Distimake","Distimake aegyptius"
"1580162","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Distimake","Distimake cissoides"
"714082","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Distimake","Distimake quinquefolius"
"197417","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Camonea","Camonea umbellata"
"220597","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Mesadenus","Mesadenus lucayanus"
"1465327","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Anacardiaceae","Metopium","Metopium toxiferum"
"255870","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Micranthemum","Micranthemum glomeratum"
"2815658","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Microgramma","Microgramma heterophylla"
"316850","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Microstachys","Microstachys corniculata"
"192012","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Mikania","Mikania micrantha"
"56065","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Pongamia","Pongamia pinnata"
"76306","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa pudica"
"1573160","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Sapotaceae","Mimusops","Mimusops coriacea"
"1436828","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Monotropsis","Monotropsis reynoldsiae"
"174217","Viridiplantae","Streptophyta","Magnoliopsida","Alismatales","Araceae","Monstera","Monstera deliciosa"
"43522","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Morinda","Morinda citrifolia"
"168286","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Morinda","Morinda royoc"
"3735","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Moringaceae","Moringa","Moringa oleifera"
"276814","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Araujia","Araujia odorata"
"157652","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Mucuna","Mucuna pruriens"
"202240","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Mucuna","Mucuna sloanei"
"45164","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Muntingiaceae","Muntingia","Muntingia calabura"
"2901850","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Rutaceae","Murraya","Murraya exotica"
"89151","Viridiplantae","Streptophyta","Magnoliopsida","Zingiberales","Musaceae","Musa","Musa x paradisiaca"
"4641","Viridiplantae","Streptophyta","Magnoliopsida","Zingiberales","Musaceae","Musa","Musa acuminata"
"39980","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans"
"2511804","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Myrsine","Myrsine cubana"
"1266555","Viridiplantae","Streptophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Najas","Najas wrightiana"
"128646","Viridiplantae","Streptophyta","Magnoliopsida","Laurales","Lauraceae","Damburneya","Damburneya coriacea"
"1969270","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Iridaceae","Nemastylis","Nemastylis floridana"
"389499","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis biserrata"
"910275","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis falcata"
"693378","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis multiflora"
"253770","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Neurodium","Neurodium lanceolatum"
"416032","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Neyraudia","Neyraudia reynaudiana"
"939154","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asparagaceae","Nolina","Nolina atopocarpa"
"1620151","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asparagaceae","Nolina","Nolina brittoniana"
"126545","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Noronhia","Noronhia emarginata"
"2939656","Viridiplantae","Streptophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea x daubenyana"
"296031","Viridiplantae","Streptophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea capensis"
"349246","Viridiplantae","Streptophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea jamesoniana"
"264924","Viridiplantae","Streptophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea lotus"
"482969","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Menyanthaceae","Nymphoides","Nymphoides cristata"
"105901","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Menyanthaceae","Nymphoides","Nymphoides indica"
"56634","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Ochnaceae","Ochna","Ochna serrulata"
"141591","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Ochrosia","Ochrosia elliptica"
"1076884","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Ocimum","Ocimum campechianum"
"76372","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Acanthaceae","Odontonema","Odontonema tubaeforme"
"866271","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Lindsaeaceae","Sphenomeris","Sphenomeris clavata"
"1136872","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Oeceoclades","Oeceoclades maculata"
"427812","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Okenia","Okenia hypogaea"
"161431","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Oldenlandia","Oldenlandia salzmannii"
"161008","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Oldenlandiopsis","Oldenlandiopsis callitrichoides"
"2705723","Viridiplantae","Streptophyta","Polypodiopsida","Ophioglossales","Ophioglossaceae","Ophioderma","Ophioderma pendulum"
"441382","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Oplismenus","Oplismenus burmannii"
"1041211","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia humifusa"
"338184","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Cactaceae","Nopalea","Nopalea cochenillifera"
"308223","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia dillenii"
"867493","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia leucotricha"
"1163607","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia triacantha"
"4529","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Oryza","Oryza rufipogon"
"53809","Viridiplantae","Streptophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Oxalis pes-caprae"
"434743","Viridiplantae","Streptophyta","Magnoliopsida","Apiales","Apiaceae","Tiedemannia","Tiedemannia filiformis"
"109171","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Pachyrhizus","Pachyrhizus erosus"
"693379","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Paederia","Paederia cruddasiana"
"1620153","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Palafoxia","Palafoxia feayi"
"1137879","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Paronychia","Paronychia chartacea"
"1137881","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Paronychia","Paronychia erecta"
"2896053","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Pascalia","Pascalia glauca"
"2597677","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Paspalum","Paspalum blodgettii"
"1424516","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Paspalum","Paspalum caespitosum"
"313888","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Paspalum","Paspalum coryphaeum"
"173847","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Paspalum","Paspalum fimbriatum"
"2597678","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Paspalum","Paspalum laxum"
"3065642","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Paspalum","Paspalum pleostachyum"
"196578","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora biflora"
"340639","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora ciliata"
"85237","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora coccinea"
"231179","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora multiflora"
"2876999","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora pallens"
"231183","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora sexflora"
"196585","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora vitifolia"
"1465337","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Pavonia","Pavonia paludicola"
"301890","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Pavonia","Pavonia spinifex"
"1807952","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Pecluma","Pecluma dispersa"
"1745320","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Pecluma","Pecluma plumula"
"104274","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Pecluma","Pecluma ptilotos"
"1477662","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Pectis","Pectis glaucescens"
"1477668","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Pectis","Pectis humifusa"
"1477675","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Pectis","Pectis linearifolia"
"169593","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Pectis","Pectis linifolia"
"212310","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia tithymaloides"
"220599","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Pelexia","Pelexia adnata"
"162876","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Peltophorum","Peltophorum pterocarpum"
"281133","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cenchrus","Cenchrus pedicellatus"
"48735","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cenchrus","Cenchrus setaceus"
"141598","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Pentalinon","Pentalinon luteum"
"25385","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Pentas","Pentas lanceolata"
"1719491","Viridiplantae","Streptophyta","Magnoliopsida","Piperales","Piperaceae","Peperomia","Peperomia alata"
"352178","Viridiplantae","Streptophyta","Magnoliopsida","Piperales","Piperaceae","Peperomia","Peperomia glabella"
